Exp,Year,Plot,Strip,family,Species5,Species,tipLabel,NumSp,SpNum,FgNum,Fgset,biomass,Achillea_millefolium,Elymus_smithii,Amorpha_canescens,Andropogon_gerardi,Asclepias_tuberosa,Elymus_canadensis,Koeleria_pyramidata,Lespedeza_capitata,Liatris_aspera,Lupinus_perennis,Monarda_fistulosa,Panicum_virgatum,Dalea_purpurea,Poa_pratensis,Quercus_ellipsoidalis,Quercus_macrocarpa,Schizachyrium_scoparium,Sorghastrum_nutans,id,species,pa
120,2011,230,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,1,1,1,4,77.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1_230_Panvi,Panvi,1
120,2011,232,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,8,10,5,34FLW,105.07,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,8_232_Luppe,Luppe,1
120,2011,232,1,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,8,10,5,34FLW,152.68,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,8_232_Monfi,Monfi,1
120,2011,232,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,8,10,5,34FLW,7.12,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,8_232_Panvi,Panvi,1
120,2011,232,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,8,10,5,34FLW,83.95,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,8_232_Schsc,Schsc,1
120,2011,232,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,8,10,5,34FLW,8.68,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,8_232_Sornu,Sornu,1
120,2011,233,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,4,4,4,3FLW,247,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,4_233_Liaas,Liaas,1
120,2011,233,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,4,4,4,3FLW,83.4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,4_233_Petpu,Petpu,1
120,2011,233,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,4,4,4,3FLW,31.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,4_233_Poapr,Poapr,1
120,2011,234,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,2,2,2,3L,103.65,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2_234_Luppe,Luppe,1
120,2011,235,1,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,16,17,5,34FLW,2.08,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,16_235_Achmi,Achmi,1
120,2011,235,1,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,16,17,5,34FLW,37.02,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,16_235_Amoca,Amoca,1
120,2011,235,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,17,5,34FLW,114.75,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,16_235_Andge,Andge,1
120,2011,235,1,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,16,17,5,34FLW,4.33,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,16_235_Asctu,Asctu,1
120,2011,235,1,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,16,17,5,34FLW,46.23,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,16_235_Lesca,Lesca,1
120,2011,235,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,17,5,34FLW,12.67,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,16_235_Liaas,Liaas,1
120,2011,235,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,106.47,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,16_235_Luppe,Luppe,1
120,2011,235,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,16,17,5,34FLW,3.78,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,16_235_Panvi,Panvi,1
120,2011,235,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,17,5,34FLW,10.27,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,16_235_Petpu,Petpu,1
120,2011,235,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,16,17,5,34FLW,55.72,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,16_235_Poapr,Poapr,1
120,2011,235,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,52.13,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,16_235_Schsc,Schsc,1
120,2011,235,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,16,17,5,34FLW,38.73,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,16_235_Sornu,Sornu,1
120,2011,236,1,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,2,2,2,4L,87.9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2_236_Lesca,Lesca,1
120,2011,236,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,2,2,2,4L,87.93,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2_236_Panvi,Panvi,1
120,2011,237,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,1,1,1,3,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1_237_Poapr,Poapr,1
120,2011,239,1,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,16,17,5,34FLW,13.63,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,16_239_Achmi,Achmi,1
120,2011,239,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,17,5,34FLW,248.63,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,16_239_Andge,Andge,1
120,2011,239,1,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,16,17,5,34FLW,2.22,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,16_239_Asctu,Asctu,1
120,2011,239,1,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,16,17,5,34FLW,2.18,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,16_239_Lesca,Lesca,1
120,2011,239,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,67.93,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,16_239_Luppe,Luppe,1
120,2011,239,1,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,16,17,5,34FLW,11.02,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,16_239_Monfi,Monfi,1
120,2011,239,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,17,5,34FLW,37.33,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,16_239_Petpu,Petpu,1
120,2011,239,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,16,17,5,34FLW,48.97,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,16_239_Poapr,Poapr,1
120,2011,239,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,27.47,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,16_239_Schsc,Schsc,1
120,2011,239,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,16,17,5,34FLW,10.28,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,16_239_Sornu,Sornu,1
120,2011,242,1,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,16,17,5,34FLW,1.18,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,16_242_Amoca,Amoca,1
120,2011,242,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,17,5,34FLW,71.32,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,16_242_Andge,Andge,1
120,2011,242,1,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,16,17,5,34FLW,1.27,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,16_242_Koepy,Koepy,1
120,2011,242,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,17,5,34FLW,14.88,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,16_242_Liaas,Liaas,1
120,2011,242,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,88.88,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,16_242_Luppe,Luppe,1
120,2011,242,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,16,17,5,34FLW,0.55,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,16_242_Panvi,Panvi,1
120,2011,242,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,17,5,34FLW,25.62,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,16_242_Petpu,Petpu,1
120,2011,242,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,16,17,5,34FLW,45.9,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,16_242_Poapr,Poapr,1
120,2011,242,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,31.77,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,16_242_Schsc,Schsc,1
120,2011,242,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,16,17,5,34FLW,13.88,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,16_242_Sornu,Sornu,1
120,2011,253,1,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,16,17,5,34FLW,6,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,16_253_Achmi,Achmi,1
120,2011,253,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,17,5,34FLW,64.5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,16_253_Andge,Andge,1
120,2011,253,1,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,16,17,5,34FLW,62.5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,16_253_Lesca,Lesca,1
120,2011,253,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,17,5,34FLW,2.28,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,16_253_Liaas,Liaas,1
120,2011,253,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,54.22,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,16_253_Luppe,Luppe,1
120,2011,253,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,16,17,5,34FLW,0.82,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,16_253_Panvi,Panvi,1
120,2011,253,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,17,5,34FLW,126.72,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,16_253_Petpu,Petpu,1
120,2011,253,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,16,17,5,34FLW,35.57,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,16_253_Poapr,Poapr,1
120,2011,253,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,58.6,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,16_253_Schsc,Schsc,1
120,2011,253,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,16,17,5,34FLW,19.95,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,16_253_Sornu,Sornu,1
120,2011,257,1,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,16,17,5,34FLW,15.82,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16_257_Achmi,Achmi,1
120,2011,257,1,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,16,17,5,34FLW,13.9,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16_257_Amoca,Amoca,1
120,2011,257,1,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,16,17,5,34FLW,22.2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16_257_Lesca,Lesca,1
120,2011,257,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,17,5,34FLW,32.63,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16_257_Liaas,Liaas,1
120,2011,257,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,56.8,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16_257_Luppe,Luppe,1
120,2011,257,1,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,16,17,5,34FLW,15.43,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16_257_Monfi,Monfi,1
120,2011,257,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,16,17,5,34FLW,19.48,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16_257_Panvi,Panvi,1
120,2011,257,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,17,5,34FLW,51.93,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16_257_Petpu,Petpu,1
120,2011,257,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,16,17,5,34FLW,34.4,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16_257_Poapr,Poapr,1
120,2011,257,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,84.37,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16_257_Schsc,Schsc,1
120,2011,257,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,16,17,5,34FLW,50.78,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,16_257_Sornu,Sornu,1
120,2011,259,1,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,2,2,2,4L,265.83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2_259_Lesca,Lesca,1
120,2011,259,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,2,2,2,4L,205.68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2_259_Schsc,Schsc,1
120,2011,265,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,1,1,1,L,102.38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1_265_Luppe,Luppe,1
120,2011,266,1,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,8,9,5,34FLW,1.67,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,8_266_Achmi,Achmi,1
120,2011,266,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,8,9,5,34FLW,24.7,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,8_266_Andge,Andge,1
120,2011,266,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,8,9,5,34FLW,63.17,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,8_266_Petpu,Petpu,1
120,2011,266,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,8,9,5,34FLW,110.38,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,8_266_Schsc,Schsc,1
120,2011,266,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,8,9,5,34FLW,6.87,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,8_266_Sornu,Sornu,1
120,2011,267,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,1,1,1,F,147.87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1_267_Liaas,Liaas,1
120,2011,268,1,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,1,1,1,3,63.52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1_268_Koepy,Koepy,1
120,2011,273,1,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,16,17,5,34FLW,12.57,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16_273_Achmi,Achmi,1
120,2011,273,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,17,5,34FLW,462.43,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16_273_Andge,Andge,1
120,2011,273,1,Apocynaceae,Asctu,Asclepias tuberosa,Asclepias_tuberosa,16,17,5,34FLW,16.47,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16_273_Asctu,Asctu,1
120,2011,273,1,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,16,17,5,34FLW,0.2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16_273_Lesca,Lesca,1
120,2011,273,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,17,5,34FLW,0.42,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16_273_Liaas,Liaas,1
120,2011,273,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,53.27,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16_273_Luppe,Luppe,1
120,2011,273,1,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,16,17,5,34FLW,10.55,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16_273_Monfi,Monfi,1
120,2011,273,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,17,5,34FLW,3.65,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16_273_Petpu,Petpu,1
120,2011,273,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,16,17,5,34FLW,145.93,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16_273_Poapr,Poapr,1
120,2011,273,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,24.88,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16_273_Schsc,Schsc,1
120,2011,273,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,16,17,5,34FLW,80.47,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16_273_Sornu,Sornu,1
120,2011,278,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,2,2,2,34,31.47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2_278_Sornu,Sornu,1
120,2011,280,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,1,1,1,4,115.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1_280_Schsc,Schsc,1
120,2011,282,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,1,1,1,4,73.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1_282_Sornu,Sornu,1
120,2011,283,1,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,8,8,3,34F,16.57,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,8_283_Achmi,Achmi,1
120,2011,283,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,8,8,3,34F,6.6,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,8_283_Andge,Andge,1
120,2011,283,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,8,8,3,34F,12.65,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,8_283_Panvi,Panvi,1
120,2011,283,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,8,8,3,34F,38.72,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,8_283_Schsc,Schsc,1
120,2011,286,1,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,4,4,3,34L,230.07,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,4_286_Lesca,Lesca,1
120,2011,286,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,4,4,3,34L,15.75,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,4_286_Poapr,Poapr,1
120,2011,286,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,4,4,3,34L,85.25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,4_286_Schsc,Schsc,1
120,2011,286,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,4,4,3,34L,7.97,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,4_286_Sornu,Sornu,1
120,2011,287,1,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,4,5,3,34F,0.95,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4_287_Achmi,Achmi,1
120,2011,287,1,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,4,5,3,34F,3.1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4_287_Monfi,Monfi,1
120,2011,287,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,4,5,3,34F,36.47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,4_287_Schsc,Schsc,1
120,2011,290,1,Lamiaceae,Monfi,Monarda fistulosa,Monarda_fistulosa,1,2,1,F,168.05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1_290_Monfi,Monfi,1
120,2011,291,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,1,1,1,L,263.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1_291_Petpu,Petpu,1
120,2011,292,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,8,9,3,34L,235.95,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8_292_Andge,Andge,1
120,2011,292,1,Poaceae,Koepy,Koeleria pyramidata,Koeleria_pyramidata,8,9,3,34L,3.52,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8_292_Koepy,Koepy,1
120,2011,292,1,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,8,9,3,34L,21.23,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8_292_Lesca,Lesca,1
120,2011,292,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,8,9,3,34L,141.8,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8_292_Luppe,Luppe,1
120,2011,292,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,8,9,3,34L,94.75,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8_292_Poapr,Poapr,1
120,2011,292,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,8,9,3,34L,48.05,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8_292_Sornu,Sornu,1
120,2011,293,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,8,8,4,4FLW,115.75,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,8_293_Andge,Andge,1
120,2011,293,1,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,8,8,4,4FLW,2.77,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,8_293_Lesca,Lesca,1
120,2011,293,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,8,8,4,4FLW,135.52,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,8_293_Luppe,Luppe,1
120,2011,293,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,8,8,4,4FLW,24.85,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,8_293_Petpu,Petpu,1
120,2011,293,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,8,8,4,4FLW,20.35,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,8_293_Schsc,Schsc,1
120,2011,299,1,Fabaceae,Amoca,Amorpha canescens,Amorpha_canescens,16,17,5,34FLW,37.3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,16_299_Amoca,Amoca,1
120,2011,299,1,Poaceae,Andge,Andropogon gerardi,Andropogon_gerardi,16,17,5,34FLW,77.75,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,16_299_Andge,Andge,1
120,2011,299,1,Fabaceae,Lesca,Lespedeza capitata,Lespedeza_capitata,16,17,5,34FLW,49.43,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,16_299_Lesca,Lesca,1
120,2011,299,1,Asteraceae,Liaas,Liatris aspera,Liatris_aspera,16,17,5,34FLW,43.27,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,16_299_Liaas,Liaas,1
120,2011,299,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,16,17,5,34FLW,54.48,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,16_299_Luppe,Luppe,1
120,2011,299,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,16,17,5,34FLW,0.88,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,16_299_Panvi,Panvi,1
120,2011,299,1,Fabaceae,Petpu,Petalostemum purpureum,Dalea_purpurea,16,17,5,34FLW,0.2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,16_299_Petpu,Petpu,1
120,2011,299,1,Poaceae,Poapr,Poa pratensis,Poa_pratensis,16,17,5,34FLW,36,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,16_299_Poapr,Poapr,1
120,2011,299,1,Poaceae,Schsc,Schizachyrium scoparium,Schizachyrium_scoparium,16,17,5,34FLW,91.32,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,16_299_Schsc,Schsc,1
120,2011,299,1,Poaceae,Sornu,Sorghastrum nutans,Sorghastrum_nutans,16,17,5,34FLW,120.78,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,16_299_Sornu,Sornu,1
120,2011,300,1,Fabaceae,Luppe,Lupinus perennis,Lupinus_perennis,2,2,2,4L,101.08,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2_300_Luppe,Luppe,1
120,2011,300,1,Poaceae,Panvi,Panicum virgatum,Panicum_virgatum,2,2,2,4L,224.35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2_300_Panvi,Panvi,1
120,2011,301,1,Asteraceae,Achmi,Achillea millefolium(lanulosa),Achillea_millefolium,16,17,5,34FLW,0.43,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,16_301_Achmi,Achmi,1
